ind,project,pop,super_pop,gender,related,related_exclude,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
HG03814,1000 Genomes,BEB,CSA,female,false,false,-0.13312,1.3375E-4,0.11628,-0.13323,0.017779,-0.0021223,-0.011789,-0.015932,0.001556,0.030116,0.010539,-0.0077976,-0.0016195,-0.0085143,6.7187E-5,0.0065067,-0.0012753,0.0037252,-0.0054315,0.0038123
HG03815,1000 Genomes,BEB,CSA,male,false,false,-0.13241,-0.007829,0.11135,-0.13736,0.015218,0.0018619,-0.015425,-0.018117,0.0091048,0.027799,-0.0024488,0.0023401,6.099E-4,-0.0023554,-5.7456E-4,0.013159,-2.486E-4,0.0036784,0.0077351,0.017873
HG03816,1000 Genomes,BEB,CSA,female,false,false,-0.13321,-3.661E-4,0.11301,-0.13742,0.017152,-3.7578E-4,-0.013911,-0.01369,0.006661,0.029609,0.0078223,-0.0035734,1.2978E-4,-0.0066387,-8.2542E-5,0.01172,-0.0025084,0.004207,4.0157E-4,0.0097065
HG03817,1000 Genomes,BEB,CSA,female,false,false,-0.13283,-0.015526,0.11659,-0.14106,0.021868,-5.0653E-4,-0.015866,-0.015238,0.003501,0.030214,0.0033604,0.0037062,0.0014413,-0.0028481,0.0047402,0.012251,-0.0063445,0.0133,0.0088341,0.015653
HG03821,1000 Genomes,BEB,CSA,male,false,false,-0.12929,-0.01885,0.12164,-0.14705,0.018809,0.0033754,-0.018055,-0.010532,0.0075052,0.036428,-0.0021833,0.0035758,-0.0056845,-0.0029919,-0.0023057,0.0085539,-1.7497E-4,0.0095065,0.0033204,0.01271
HG03823,1000 Genomes,BEB,CSA,female,false,false,-0.13322,-0.014076,0.11651,-0.14901,0.020977,2.7288E-4,-0.019739,-0.017547,0.0019286,0.030194,0.0032254,-0.0017234,-0.0044235,0.0013399,0.0071431,0.011173,-0.0014116,0.0027017,0.0055987,0.0080916
HG03824,1000 Genomes,BEB,CSA,male,false,false,-0.13425,-0.0036228,0.11113,-0.13506,0.0093246,-0.0017679,-0.014218,-0.014989,0.0016019,0.025119,0.0041686,-0.0018068,-0.0010907,-0.0054033,0.0050257,0.0099559,-4.075E-4,0.0062537,-7.0927E-4,0.010802
HG03825,1000 Genomes,BEB,CSA,female,false,false,-0.13317,-0.0082787,0.11516,-0.1455,0.018046,-0.0013883,-0.017176,-0.017211,5.3623E-4,0.026489,0.0029561,-0.0023859,-0.0046983,-0.003591,0.0056325,0.011657,-8.1368E-4,0.007028,0.0031455,0.0096312
HG03826,1000 Genomes,BEB,CSA,female,false,false,-0.13276,-0.01578,0.11457,-0.13882,0.018647,-0.002698,-0.010784,-0.0079718,0.0088902,0.035557,0.0024974,2.3564E-4,-0.0037866,-0.0026766,0.0066121,0.016406,4.5722E-4,0.013263,3.6383E-5,0.018411
HG03829,1000 Genomes,BEB,CSA,female,true,false,-0.13595,-0.0072847,0.11795,-0.13715,0.014508,-0.0024392,-0.013728,-0.015533,0.0058992,0.035157,0.0022601,4.9711E-4,-0.0030216,-0.0038839,0.0058159,0.017006,0.0025142,0.0062372,0.0086974,0.0092842
HG03830,1000 Genomes,BEB,CSA,male,true,false,-0.13531,-0.0028177,0.11719,-0.13096,0.018162,-0.0030558,-0.015765,-0.0091474,0.0038141,0.029053,0.0047374,0.0047262,-4.0933E-4,-0.010452,0.0010403,0.01486,-0.0011327,0.0013023,0.0063152,0.012597
HG03831,1000 Genomes,BEB,CSA,female,false,false,-0.13547,-0.0055559,0.11847,-0.13541,0.019026,-0.003009,-0.013677,-0.011521,0.0038418,0.02992,0.0034608,0.0042758,-0.0013415,-0.0062205,0.0047752,0.015775,-5.3756E-4,0.0067256,0.0084176,0.010102
HG03832,1000 Genomes,BEB,CSA,female,true,false,-0.12736,-0.012699,0.1211,-0.14633,0.01469,-9.2614E-4,-0.018874,-0.0078912,0.0041433,0.029966,0.0015611,0.0061194,0.0011021,0.0048577,-0.0013292,0.010176,-0.0041475,0.0056137,0.0043936,0.0071346
HG03833,1000 Genomes,BEB,CSA,male,true,false,-0.13105,-0.011185,0.11292,-0.13826,0.015292,-5.7507E-4,-0.012774,-0.017071,0.0048008,0.029963,0.003211,-0.0021732,-0.0029827,2.7492E-4,3.4588E-4,0.012327,-0.0123,0.0094416,0.00332,0.011786
HG03834,1000 Genomes,BEB,CSA,female,false,false,-0.1288,-0.013885,0.11952,-0.14165,0.013858,-2.8171E-4,-0.015703,-0.012089,0.0038821,0.028155,9.2923E-4,0.00279,-0.0017108,0.0019442,-0.0027927,0.011122,-0.0083101,0.0069281,0.0036426,0.0083881
HG03836,1000 Genomes,STU,CSA,female,false,false,-0.11964,-0.050887,0.13375,-0.16816,0.021726,-4.7379E-4,0.0024693,-0.0020237,0.0013946,0.031519,0.0065558,-0.003105,-0.0046792,-9.0276E-4,-0.0016346,0.0066781,4.6092E-4,0.0070874,-0.0071122,0.0019416
HG03837,1000 Genomes,STU,CSA,male,false,false,-0.11933,-0.052149,0.1384,-0.1779,0.023352,0.0014233,4.644E-4,-0.0020514,0.0056605,0.02701,0.0015365,1.2018E-4,-0.0020727,-0.0037734,-0.0041171,0.0016799,-0.0035289,0.0013748,0.0056192,-6.4464E-4
HG03838,1000 Genomes,STU,CSA,female,false,false,-0.12189,-0.034544,0.13937,-0.17013,0.02091,-0.0032513,-0.0076662,-0.0056962,0.0038897,0.041866,0.0067834,-0.0035679,0.0039194,0.0024918,5.9274E-4,0.01079,-9.971E-6,0.0055234,0.00435,0.011485
HG03844,1000 Genomes,STU,CSA,male,false,false,-0.1197,-0.037749,0.13597,-0.16747,0.0172,0.0011254,-0.0044961,-0.0051602,0.0067646,0.039371,-3.5995E-5,-0.004308,0.002007,5.269E-4,-0.0040682,0.0025774,-0.0032172,0.01471,-0.0075479,0.0077372
HG03846,1000 Genomes,STU,CSA,male,false,false,-0.1224,-0.035244,0.14197,-0.17939,0.019164,-0.003744,-0.0043146,-0.0049079,0.0052265,0.035133,0.0032385,-0.0017665,3.8989E-4,-0.00275,0.0010722,0.0051503,-0.0071061,0.0088638,-0.0013304,0.0053949
HG03848,1000 Genomes,STU,CSA,male,false,false,-0.11966,-0.044826,0.13457,-0.17872,0.022042,0.0017165,-0.0035341,-0.0075819,0.0091435,0.039091,0.0051554,-0.0067784,-1.6893E-4,0.0075467,0.0011902,3.2354E-4,-0.0031452,0.0044996,0.0070013,0.011333
HG03849,1000 Genomes,STU,CSA,female,false,false,-0.12054,-0.03996,0.13686,-0.17426,0.023635,-0.002828,-0.0044369,-0.004401,0.0071709,0.037366,5.3833E-4,-0.00339,-6.9178E-4,-0.0020177,0.0020692,0.010497,-0.012223,0.0041231,-0.0028838,0.007748
HG03850,1000 Genomes,STU,CSA,male,false,false,-0.12383,-0.046215,0.13761,-0.16979,0.016822,0.0014095,-0.0034893,-0.0069867,0.0014401,0.032865,6.1213E-4,-0.0014697,0.0030492,-0.0014803,-0.0021351,0.0010969,0.0053647,-0.0027169,0.0019825,0.0034583
HG03851,1000 Genomes,STU,CSA,male,false,false,-0.11957,-0.047389,0.13336,-0.16761,0.024947,-0.0015044,-0.0049035,-0.0091696,0.0025406,0.032166,0.0025389,0.0015421,-0.0068387,-0.0017905,8.9581E-6,0.0064962,-0.0060739,0.0022056,0.0059294,0.0079429
HG03854,1000 Genomes,STU,CSA,male,false,false,-0.12416,-0.047236,0.13343,-0.17394,0.026049,0.0018514,-8.6202E-4,-4.087E-4,0.0053524,0.027825,-4.434E-4,-0.0015319,-0.0012663,-0.0032432,-0.0041792,-6.6892E-4,-0.012271,1.7762E-4,-2.4284E-5,0.0052698
HG03856,1000 Genomes,STU,CSA,male,false,false,-0.1274,-0.0024119,0.15226,-0.19555,0.008389,-0.0057987,-0.016826,-0.011151,0.0078366,0.074713,0.0061281,-8.5056E-5,-0.0069222,-0.0082809,-0.0027092,0.021535,0.0012678,0.026853,0.0042923,0.032652
HG03857,1000 Genomes,STU,CSA,female,false,false,-0.12461,-0.039916,0.13526,-0.16726,0.020104,0.001036,-0.0089632,-0.0045848,0.0032385,0.038339,-0.002428,0.0011524,-0.0015101,0.0016073,-8.1319E-4,0.0033033,-0.0035577,0.0075007,-0.0011128,0.0048151
HG03858,1000 Genomes,STU,CSA,female,false,false,-0.11961,-0.025966,0.14116,-0.17346,0.017962,-0.0035773,-0.011105,-0.0059742,0.0099045,0.046303,8.9642E-4,7.2038E-4,0.0011659,-0.0027731,-1.0414E-4,0.018044,-0.0062316,0.0062495,-0.0030591,0.012632
HG03861,1000 Genomes,ITU,CSA,female,false,false,-0.12338,-0.041588,0.14909,-0.1996,0.025423,-0.003535,-0.0048978,-0.013368,0.0046706,0.054081,0.0028659,-7.6648E-4,-0.0033343,-0.0090485,0.0019284,0.017117,-2.4798E-4,0.015797,-0.0057024,0.02303
HG03862,1000 Genomes,ITU,CSA,female,false,false,-0.11705,-0.06033,0.1323,-0.16788,0.023095,-0.0013905,0.0046106,1.5419E-4,0.0025618,0.015319,-0.0038438,-0.0024204,-4.7521E-4,-0.0034944,-0.0051162,-0.0082175,-0.0086832,-0.0049419,8.5132E-4,-0.016732
HG03863,1000 Genomes,ITU,CSA,female,false,false,-0.12075,-0.058874,0.13365,-0.16667,0.027148,-0.0017548,0.0046649,0.0028987,0.0025253,0.01383,-0.0040672,-2.9731E-4,0.0018959,-0.0027653,-3.7443E-4,-0.0039907,-0.0022241,-4.7754E-4,0.0032175,-0.0046248
HG03864,1000 Genomes,ITU,CSA,male,false,false,-0.11904,-0.058386,0.13179,-0.16868,0.029055,-0.0014898,0.0024662,0.0018087,3.0962E-4,0.016244,0.0022194,-0.0022711,-0.0031368,0.0044483,-0.0024258,0.0024692,-0.0031801,-5.37E-4,-0.00158,-0.0021608
HG03866,1000 Genomes,ITU,CSA,male,false,false,-0.11982,-0.050742,0.13669,-0.16985,0.023675,-0.0023112,-0.0041696,-0.002101,0.0059298,0.034892,-0.0021488,-1.0438E-4,0.0024227,-0.0016272,-4.0162E-4,-1.3173E-4,-0.0059209,0.0019694,-4.5302E-4,0.0022543
HG03867,1000 Genomes,ITU,CSA,male,false,false,-0.12255,-0.018321,0.14153,-0.18647,0.019848,-0.0012272,-0.012887,-0.010953,0.0093268,0.061739,0.0041373,-0.0065567,-0.0011793,0.0041009,0.0046075,0.012714,-0.0058913,0.011028,0.0020415,0.025285
HG03868,1000 Genomes,ITU,CSA,female,false,false,-0.12125,-0.06113,0.13417,-0.16675,0.028479,-0.0040918,0.0041679,-0.0028633,0.0028313,0.011972,0.003862,-0.0040781,0.0017365,0.003026,-0.0028795,-0.0034435,-0.0036491,-0.0061889,8.9788E-4,-0.0067127
HG03869,1000 Genomes,ITU,CSA,male,false,false,-0.11958,-0.057153,0.13054,-0.16996,0.025326,-0.0028875,0.0051707,0.0034344,0.0029843,0.018185,3.2041E-4,-0.007362,0.002807,6.5768E-4,0.0012335,-0.0039809,0.0058043,0.0035905,-0.0035684,-0.0097613
HG03870,1000 Genomes,ITU,CSA,male,false,false,-0.11962,-0.058286,0.13207,-0.17317,0.022811,-2.2144E-4,0.0043134,-0.0036758,0.0032621,0.021275,0.0014001,-0.0019653,0.0034448,-0.0021123,-0.0012277,0.0051514,-0.0010463,-0.0059711,-0.0052869,0.0024041
HG03871,1000 Genomes,ITU,CSA,male,false,false,-0.12308,-0.055099,0.13652,-0.17111,0.023857,-0.0036045,0.00179,-0.0026366,1.6742E-4,0.023031,0.0031619,-0.003779,-0.0035697,0.0025241,-8.9754E-4,-0.0034951,-0.0035283,-0.0013875,0.0057743,0.0042543
HG03872,1000 Genomes,ITU,CSA,male,false,false,-0.11925,-0.056588,0.13336,-0.17053,0.023907,-0.0027446,-0.0018113,-0.0044158,0.0019514,0.024214,0.0028012,-0.0047744,-0.0040735,-9.8816E-4,-0.0046401,-0.0015739,0.0033174,0.0062479,0.0014772,0.0022814
HG03873,1000 Genomes,ITU,CSA,female,true,true,-0.12004,-0.042827,0.13404,-0.17308,0.017693,-0.0012173,-0.0060273,-0.004027,0.0048529,0.025433,0.0012038,6.9636E-4,-3.2434E-5,-7.4811E-5,4.0343E-4,-4.4656E-4,6.3976E-4,0.0061873,0.001234,-9.2852E-4
HG03874,1000 Genomes,ITU,CSA,female,false,false,-0.12385,-0.043872,0.13298,-0.15957,0.022611,0.0016738,-0.0093044,-5.3647E-4,0.0050757,0.030511,-0.005285,9.4123E-4,0.0011826,-2.3496E-4,6.9579E-4,0.0085568,-0.001228,0.0055826,-0.0049243,0.0076816
HG03875,1000 Genomes,ITU,CSA,male,false,false,-0.1232,-0.081447,0.11392,-0.13792,0.019629,0.0016272,-0.0084763,-0.0039761,2.1588E-4,-0.0013616,-0.0045524,0.0021772,0.0039215,9.6593E-5,0.002312,-0.0035701,0.0028195,-0.007701,0.0023964,-0.0076855
HG03882,1000 Genomes,ITU,CSA,female,false,false,-0.11987,-0.061978,0.13225,-0.16906,0.026796,-0.0040303,0.0013351,-7.8885E-5,0.0015623,0.014126,0.0019371,-0.0034872,-0.0019038,0.0020024,-0.0021861,-0.0031659,0.0061383,0.0025555,0.005053,-7.2159E-4
HG03884,1000 Genomes,STU,CSA,female,false,false,-0.11643,-0.047925,0.13719,-0.17433,0.017499,-0.0031767,-0.0050931,-9.0643E-4,0.0040214,0.02874,-0.0032667,-0.0056239,0.0013351,0.0010892,-0.0010696,0.0016385,0.0037106,0.0038974,8.9989E-4,0.0035229
HG03885,1000 Genomes,STU,CSA,male,false,false,-0.12337,-0.049494,0.13469,-0.16986,0.019228,-0.0033216,-0.0066251,-0.005012,0.0068187,0.028946,6.2454E-4,-0.0033125,0.0034812,0.0016359,-0.0016105,0.0070023,-0.0083827,2.5641E-4,-6.9439E-4,0.0064658
HG03886,1000 Genomes,STU,CSA,female,false,false,-0.12099,-0.047978,0.13939,-0.17561,0.019639,7.2994E-4,-0.0029948,-0.0060793,0.0019624,0.034486,1.1757E-4,0.0023518,-0.0051921,0.0025627,-0.0068273,-0.0074869,-0.0031363,0.0052169,0.004746,0.010967
HG03887,1000 Genomes,STU,CSA,male,false,false,-0.12059,-0.045174,0.13836,-0.17551,0.023755,-0.0050936,-0.004854,-0.0065958,0.0026091,0.036321,-0.002,-0.0030818,-3.3758E-4,-0.0041582,-0.0025792,0.0072808,0.0040112,0.0010793,0.0014107,0.0091753
HG03888,1000 Genomes,STU,CSA,female,false,false,-0.1225,-0.079429,0.11112,-0.14015,0.019947,-2.7752E-4,-0.013467,-0.0040984,0.0031886,0.015228,-0.004291,-0.0058397,0.0018222,0.0017457,7.3867E-4,-0.0083844,-4.1856E-4,-0.0033235,-0.0068368,-0.0044805
HG03890,1000 Genomes,STU,CSA,male,false,false,-0.12007,-0.040069,0.13892,-0.1737,0.021406,0.0016291,0.0011774,-0.0047483,0.0037647,0.032998,-1.3134E-4,-0.0092747,-0.0034736,0.0020218,0.0018394,0.0074832,-0.0054918,0.0099652,-0.0040256,0.014147
HG03894,1000 Genomes,STU,CSA,female,true,false,-0.11763,-0.042766,0.13711,-0.17927,0.01915,-0.0012248,-0.0063184,-0.0086596,0.0045125,0.042044,-9.412E-4,-0.0025343,0.0013422,0.0011944,-0.0011252,0.0097247,-4.8226E-4,0.0064215,0.0017983,0.010712
HG03895,1000 Genomes,STU,CSA,female,false,false,-0.12196,-0.05136,0.13133,-0.17115,0.021515,-0.0054467,-0.0025318,-0.00324,7.5869E-5,0.035418,-7.8598E-4,-0.0031109,-0.0021498,-0.0014578,-0.0030824,0.0021337,-5.0637E-4,0.0034963,0.0048429,-0.0017862
HG03896,1000 Genomes,STU,CSA,male,false,false,-0.12101,-0.037174,0.1371,-0.17363,0.016424,-0.0018399,-0.0062627,-0.0093672,-0.0025809,0.035211,0.0010431,-0.0043394,0.0014703,-8.5398E-4,0.0014591,0.010275,4.751E-4,0.00354,0.0019302,0.0085088
HG03897,1000 Genomes,STU,CSA,female,false,false,-0.11923,-0.051759,0.13186,-0.16942,0.020675,-0.0042686,-0.0051524,-0.010553,-3.669E-4,0.028801,-0.0023916,0.0014753,0.0015464,-0.0018661,-6.2061E-4,0.0082562,-0.0029539,0.0013723,0.0011379,0.0085285
HG03898,1000 Genomes,STU,CSA,female,false,false,-0.11888,-0.044114,0.13253,-0.17169,0.019887,-0.0044159,-0.0022813,-0.0036045,0.0030283,0.028671,0.0049031,-0.0032368,0.0021053,-0.0034297,0.0022648,0.0044792,-0.0018232,0.0012697,-0.0018339,9.9371E-4
HG03899,1000 Genomes,STU,CSA,male,false,false,-0.12235,-0.045553,0.1377,-0.17359,0.014147,-0.0062748,-0.0090626,-0.0082027,0.0026979,0.029519,0.0065897,-0.001628,-9.0911E-4,-0.007097,-1.1869E-4,0.0058676,2.0887E-4,0.0076736,0.006465,0.011982
HG03900,1000 Genomes,STU,CSA,male,false,false,-0.11984,-0.047945,0.13594,-0.16858,0.023634,-0.0013729,-0.0059767,0.0022739,0.0032945,0.029837,0.0033519,-2.6784E-4,0.0017929,0.0055898,-5.918E-4,0.0060584,-0.0040747,0.0046706,0.0032452,0.011516
HG03902,1000 Genomes,BEB,CSA,male,false,false,-0.12806,-0.024963,0.11469,-0.14555,0.01574,-0.0011485,-0.018051,-0.010905,0.0052035,0.023932,-7.5088E-4,-0.0037026,-0.0033715,-0.0022556,0.0035017,0.013724,0.0024037,0.0046299,-0.0012394,0.006386
HG03904,1000 Genomes,BEB,CSA,female,true,false,-0.13449,-0.012197,0.11856,-0.1456,0.020574,-0.0010255,-0.017021,-0.019168,0.0048191,0.033557,8.6132E-4,-0.0040293,-0.0011279,-0.0018121,0.0011903,0.0081906,-0.0031976,0.0088317,-4.6764E-5,0.0095784
HG03905,1000 Genomes,BEB,CSA,male,true,false,-0.13497,-0.0097111,0.11594,-0.14458,0.020997,-0.0048903,-0.012645,-0.013571,0.0049704,0.03333,0.0025739,-0.0056275,-0.0010395,0.0034003,0.0043334,0.015434,0.0026705,0.0052135,-4.4974E-4,0.008894
HG03906,1000 Genomes,BEB,CSA,male,true,true,-0.13198,-0.010617,0.11629,-0.14745,0.021283,-0.00239,-0.016889,-0.015021,0.0059442,0.036867,0.0024971,-0.0032622,-0.0015526,5.0781E-4,0.0047253,0.01137,-0.0024862,0.0085719,-0.00266,0.0089365
HG03907,1000 Genomes,BEB,CSA,female,true,false,-0.13016,-0.0092057,0.12037,-0.14577,0.016237,-0.0030191,-0.011619,-0.013727,0.0026018,0.029099,9.286E-4,-0.0079581,-0.0028043,-0.0075736,5.284E-4,0.0065553,7.4958E-4,4.0129E-5,0.0062242,0.011727
HG03908,1000 Genomes,BEB,CSA,male,true,false,-0.13045,-0.019957,0.11722,-0.1475,0.013468,-0.0038298,-0.014078,-0.0094976,0.0016742,0.032167,0.0035052,-0.0055602,-0.0010023,-0.0095376,0.0028122,0.012458,0.0034992,0.0023416,6.572E-4,0.0094551
HG03909,1000 Genomes,BEB,CSA,male,false,false,-0.12791,-0.015246,0.11811,-0.14693,0.01271,-0.0039204,-0.014491,-0.010683,0.0034005,0.034502,0.001671,-0.0087718,-0.0018439,-0.0053922,0.0018654,0.010801,0.0016906,0.0021197,0.0015967,0.012534
HG03910,1000 Genomes,BEB,CSA,female,false,false,-0.13436,-0.0097859,0.11342,-0.13732,0.016988,-0.0032335,-0.010644,-0.017225,4.4182E-4,0.029165,0.002967,8.858E-4,0.0088671,4.1051E-4,7.9786E-4,0.01216,-0.0019472,0.011301,0.0068438,0.0082598
HG03911,1000 Genomes,BEB,CSA,male,false,false,-0.12986,-0.023156,0.11732,-0.14835,0.018271,7.3571E-4,-0.014773,-0.0059396,0.0070907,0.028946,-8.2932E-4,0.0074064,-0.0020249,-0.0040313,0.0016437,0.010033,-0.0016526,0.0088703,0.0039611,0.0089082
HG03913,1000 Genomes,BEB,CSA,female,true,false,-0.13308,-0.013139,0.11962,-0.14202,0.018363,9.9561E-4,-0.014607,-0.014515,0.0029787,0.034388,0.0016508,-0.0043771,-0.001484,0.001693,0.0038047,0.0078286,3.1525E-4,0.0065847,0.0029995,0.017566
HG03914,1000 Genomes,BEB,CSA,male,true,false,-0.13207,-0.013751,0.12044,-0.14359,0.013931,5.1082E-5,-0.017987,-0.017344,0.0018001,0.027623,-0.0020395,-0.0018375,-0.0035088,-0.0041637,9.3952E-4,0.0081273,0.0016516,0.0083683,-0.0029081,0.0085672
HG03915,1000 Genomes,BEB,CSA,female,false,false,-0.1319,-0.014357,0.12152,-0.14498,0.016145,0.0012507,-0.018566,-0.014416,0.0011767,0.02845,-0.0010528,-0.0013744,-0.0029587,-8.7961E-4,0.001612,0.0065425,-4.7179E-4,0.010343,0.0012143,0.014525
HG03916,1000 Genomes,BEB,CSA,female,false,false,-0.13143,-0.0053083,0.11869,-0.14208,0.015865,-0.002222,-0.012429,-0.018688,0.0012518,0.027144,8.4126E-4,0.002536,0.0016622,-0.0015993,1.9469E-4,0.01839,-0.0014988,0.010164,0.0050952,0.002901
HG03917,1000 Genomes,BEB,CSA,male,false,false,-0.12946,-0.0083183,0.1209,-0.13973,0.01245,0.0017394,-0.008426,-0.013333,0.0030771,0.027144,0.0023553,1.2724E-4,0.0028998,-0.0017213,0.0059119,0.013988,0.0011863,0.0074135,0.0032123,0.012542
HG03919,1000 Genomes,BEB,CSA,female,false,false,-0.12555,-0.052456,0.11807,-0.14625,0.015306,-0.001882,-0.012204,-0.0046563,0.0052384,0.025874,-0.0049928,0.0033782,-0.0032721,-0.0010611,0.00513,0.0071396,-9.884E-4,0.0068967,0.0048677,0.014822
HG03920,1000 Genomes,BEB,CSA,male,false,false,-0.13256,-0.016103,0.12326,-0.15292,0.01787,-6.5179E-4,-0.016814,-0.010006,0.0037622,0.033879,0.0022095,1.4328E-4,-0.0011373,0.0024627,0.0063895,0.012952,-0.0014314,0.0088059,0.0017175,0.0064749
HG03922,1000 Genomes,BEB,CSA,female,false,false,-0.13322,-0.0053634,0.11526,-0.13898,0.017339,-0.0033816,-0.018123,-0.0092588,0.0054973,0.031383,0.0019267,-0.0026765,0.0041858,7.5424E-5,0.0015515,0.0068405,-0.0085564,0.0032142,-0.001646,0.011453
HG03925,1000 Genomes,BEB,CSA,female,true,false,-0.13373,-0.011084,0.11521,-0.13827,0.016611,-3.9159E-4,-0.016275,-0.0053848,0.003193,0.028717,0.0090556,0.0047594,-0.0011084,0.0016195,0.0017934,0.016281,-0.0015436,0.0047654,-1.5694E-4,0.0072263
HG03926,1000 Genomes,BEB,CSA,male,true,false,-0.1342,-0.0027515,0.10981,-0.13051,0.013813,0.0016422,-0.0084249,-0.012568,-9.4131E-4,0.022987,0.0029824,2.2006E-4,0.0020388,-0.0075408,6.6502E-4,0.0049864,0.0033181,-7.7795E-4,9.4757E-5,0.008321
HG03927,1000 Genomes,BEB,CSA,female,false,false,-0.1336,-0.0072277,0.11237,-0.13983,0.017671,8.4922E-4,-0.012022,-0.0090952,-5.0743E-4,0.029494,0.0065181,0.0013249,-1.2588E-4,-0.0023304,0.0015839,0.011497,-0.0027115,0.0015949,0.0022639,0.0076896
HG03928,1000 Genomes,BEB,CSA,female,true,false,-0.12883,-0.012487,0.11866,-0.14352,0.023591,-0.0019501,-0.013298,-0.016473,9.18E-4,0.032661,0.0032511,0.0069926,-0.0014163,0.0063228,0.0015151,0.016734,-0.0067533,0.0077386,0.0028593,0.015267
HG03929,1000 Genomes,BEB,CSA,male,true,false,-0.13305,-0.016875,0.11535,-0.13886,0.018877,-0.0018059,-0.016148,-0.014503,0.0054819,0.040217,-0.0017555,-0.001307,-0.0014104,0.0052629,-0.0011523,0.014366,-0.0032222,0.0063296,0.0083479,0.01927
HG03930,1000 Genomes,BEB,CSA,female,true,true,-0.13018,-0.011596,0.11321,-0.143,0.019367,-0.0038985,-0.013848,-0.016452,0.0026621,0.03674,4.3388E-4,-0.0013454,-2.1836E-4,0.0081001,-0.0016267,0.012858,-0.0064085,0.0055129,0.0039698,0.01758
HG03931,1000 Genomes,BEB,CSA,female,false,false,-0.13157,-0.0022652,0.11535,-0.1356,0.018504,-0.0021225,-0.016823,-0.016864,0.0038975,0.029329,6.1133E-4,-0.0043067,-0.0015505,0.0011831,6.3636E-4,0.0098279,-0.00701,0.0069826,-0.0016161,0.0045114
HG03934,1000 Genomes,BEB,CSA,female,false,false,-0.1318,-0.015296,0.11813,-0.142,0.012507,0.0014051,-0.014875,-0.013239,0.004935,0.021814,5.8646E-4,0.0013337,-0.0018653,0.002124,0.0031172,0.009103,0.0046706,0.0035409,0.0014833,0.0015095
HG03937,1000 Genomes,BEB,CSA,female,false,false,-0.13285,-0.013705,0.11898,-0.14426,0.018193,-0.0028382,-0.021112,-0.012881,0.0021657,0.030037,0.0028706,0.0010022,0.0015728,-2.6829E-4,0.0022907,0.013229,-1.7844E-4,-2.1838E-4,0.0011693,0.0044092
HG03940,1000 Genomes,BEB,CSA,female,true,false,-0.1247,-0.027418,0.14658,-0.19277,0.020019,5.1581E-4,-0.022,-0.011016,0.010787,0.058905,0.0042093,6.7302E-4,-0.0061177,-8.3849E-4,0.0058779,0.023566,-0.0010812,0.015102,0.011273,0.022291
HG03941,1000 Genomes,BEB,CSA,male,true,false,-0.12348,-0.025169,0.13874,-0.18748,0.017162,-0.0029925,-0.018798,-0.011338,0.0045458,0.062418,0.0036705,-0.0072888,-0.0013649,0.0016594,0.0014095,0.01235,-0.0074845,0.013329,0.0015143,0.023326
HG03942,1000 Genomes,BEB,CSA,male,false,false,-0.12513,-0.025869,0.14286,-0.1899,0.018404,-0.0025634,-0.022797,-0.012172,0.0068983,0.061126,0.0038846,-0.0023654,-0.0062838,0.0027972,0.0032924,0.020719,-0.0070965,0.013072,0.0046406,0.020909
HG03943,1000 Genomes,STU,CSA,male,false,false,-0.12331,-0.04857,0.1399,-0.17647,0.021163,-0.0016628,-0.0024747,-0.0013944,0.005879,0.034977,0.0020581,-0.001089,-5.1745E-4,0.0018664,-0.0035735,0.0054766,-0.0061851,0.0037061,0.0022832,0.004089
HG03944,1000 Genomes,STU,CSA,female,false,false,-0.11554,-0.050353,0.13116,-0.16814,0.017533,-0.001114,4.9268E-4,-0.0093323,0.0031064,0.037576,0.0012786,-0.0054604,6.1496E-4,-0.0039297,0.0039619,0.0079116,-0.0064034,0.0097578,0.0069466,0.0048932
HG03945,1000 Genomes,STU,CSA,female,false,false,-0.1184,-0.052345,0.13208,-0.16942,0.021111,-0.0034477,3.6736E-4,-0.0031139,0.0024778,0.029449,-0.001579,8.0293E-4,0.0041241,-0.0019481,-0.0032146,-8.9905E-4,-0.0019055,0.0060854,-0.0068821,0.0085329
HG03947,1000 Genomes,STU,CSA,female,false,false,-0.11826,-0.035312,0.14086,-0.17883,0.017248,-0.0015769,-0.0063997,-0.0043501,0.0044118,0.03542,-3.9244E-4,0.0046097,0.0044209,-0.0024621,0.0019458,0.0079173,-0.002692,0.0096723,0.0024217,0.0039741
HG03949,1000 Genomes,STU,CSA,female,false,false,-0.12216,-0.043626,0.13582,-0.17257,0.020218,-7.5569E-4,-0.0069209,-0.0051993,0.0045941,0.029713,0.0032842,-0.006218,-0.0029026,0.0051127,-0.0046659,0.0043958,0.0016546,0.0037252,8.3792E-4,-2.4081E-4
HG03950,1000 Genomes,STU,CSA,male,false,false,-0.12227,-0.037313,0.13582,-0.17466,0.018089,-0.0014159,-0.0031345,-0.006488,0.0047091,0.035167,0.005276,0.0033736,-0.0011569,-0.0051051,-0.0022532,0.0077662,-4.0722E-4,0.0039279,0.0012735,0.0020603
